land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,road_dirt90,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,road_dirt42,road_dirt40,land_grass04,land_grass04,land_grass04,land_grass04
land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04,land_grass04
